CustomerID,Recency,Frequency,Monetary,R_score,F_score,M_score,Segment
13926,23,11,223.85000000000002,4,1,1,Recent Customers
13927,75,21,348.99,2,2,2,At Risk
13928,11,27,464.57,5,2,3,Recent Customers
13929,169,10,802.85,2,1,3,At Risk
13930,58,17,337.34,3,2,2,Regular Customers
13931,86,59,1230.93,2,4,4,Loyal Customers
13932,295,16,307.4,1,2,2,At Risk
13933,109,23,608.7900000000001,2,2,3,At Risk
13934,264,31,922.1,1,3,4,At Risk
13936,171,27,361.28,2,2,2,At Risk
13937,169,9,158.85,2,1,1,At Risk
13938,35,7,71.66,3,1,1,Regular Customers
13939,23,46,556.75,4,3,3,Recent Customers
13940,17,49,839.14,4,3,3,Recent Customers
13941,22,47,4912.41,4,3,5,Recent Customers
13946,79,11,561.5699999999999,2,1,3,At Risk
13947,65,5,90.6,3,1,1,Regular Customers
13948,361,3,102.0,1,1,1,At Risk
13949,3,160,2427.32,5,5,5,Champions
13950,11,36,728.56,5,3,3,Recent Customers
13951,176,39,674.45,2,3,3,At Risk
13952,211,138,3246.091,1,5,5,Loyal Customers
13953,7,20,3515.68,5,2,5,Recent Customers
13954,2,30,378.59,5,3,2,Recent Customers
13955,154,33,322.96,2,3,2,At Risk
13956,5,147,1019.27,5,5,4,Champions
13958,372,5,-102.45,1,1,1,At Risk
13959,79,90,594.04,2,4,3,Loyal Customers
13960,21,12,230.22,4,1,1,Recent Customers
13962,22,11,169.55,4,1,1,Recent Customers
13963,308,35,664.54,1,3,3,At Risk
13967,146,2,80.7,2,1,1,At Risk
13969,7,626,8956.92,5,5,5,Champions
13971,9,158,2702.2200000000003,5,5,5,Champions
13972,71,15,190.25,3,2,1,Regular Customers
13973,287,11,264.7,1,1,2,At Risk
13974,49,28,413.59000000000003,3,2,2,Regular Customers
13975,31,331,2438.19,4,5,5,Champions
13976,207,10,357.98,1,1,2,At Risk
13978,15,15,196.79000000000002,4,2,1,Recent Customers
13979,73,54,869.87,2,3,3,At Risk
13980,60,11,200.14,3,1,1,Regular Customers
13982,39,115,1861.11,3,4,4,Loyal Customers
13983,30,112,2590.46,4,4,5,Champions
13984,27,17,488.03,4,2,3,Recent Customers
13985,4,353,7024.53,5,5,5,Champions
13986,17,13,320.46,4,1,2,Recent Customers
13988,20,239,4098.8,4,5,5,Champions
13989,66,41,1266.08,3,3,4,Regular Customers
13990,213,16,311.3,1,2,2,At Risk
13991,12,84,847.54,4,4,3,Loyal Customers
13992,30,5,76.8,4,1,1,Recent Customers
13993,32,125,3409.66,4,5,5,Champions
13994,4,148,2274.14,5,5,5,Champions
13995,15,87,1383.49,4,4,4,Champions
13999,10,212,3865.26,5,5,5,Champions
14000,206,16,633.71,1,2,3,At Risk
14001,46,40,2030.3300000000002,3,3,5,Regular Customers
14002,134,47,529.73,2,3,3,At Risk
14004,43,171,4582.64,3,5,5,Loyal Customers
14005,10,84,2874.72,5,4,5,Champions
14006,116,30,962.19,2,3,4,At Risk
14009,198,44,685.9300000000001,1,3,3,At Risk
14012,278,11,328.8,1,1,2,At Risk
14013,110,34,473.02,2,3,3,At Risk
14014,77,39,505.18,2,3,3,At Risk
14015,53,20,917.34,3,2,4,Regular Customers
14016,154,162,4328.46,2,5,5,Loyal Customers
14019,47,68,1398.96,3,4,4,Loyal Customers
14020,17,39,642.8,4,3,3,Recent Customers
14021,155,22,631.9,2,2,3,At Risk
14022,225,28,440.0,1,2,2,At Risk
14023,7,31,584.07,5,3,3,Recent Customers
14024,122,16,327.7,2,2,2,At Risk
14027,61,6,104.82,3,1,1,Regular Customers
14029,63,15,467.66,3,2,3,Regular Customers
14030,18,242,2358.84,4,5,5,Champions
14031,7,258,14634.640000000001,5,5,5,Champions
14032,2,152,2929.84,5,5,5,Champions
14034,22,89,509.09,4,4,3,Loyal Customers
14035,29,66,1428.02,4,4,4,Champions
14036,285,38,626.65,1,3,3,At Risk
14037,176,28,147.20000000000002,2,2,1,At Risk
14038,78,93,1554.48,2,4,4,Loyal Customers
14039,33,6,152.2,3,1,1,Regular Customers
14040,41,235,3487.59,3,5,5,Loyal Customers
14041,266,21,141.41,1,2,1,At Risk
14044,27,206,646.42,4,5,3,Loyal Customers
14045,109,6,1659.75,2,1,4,At Risk
14046,284,14,154.99,1,2,1,At Risk
14047,9,34,1290.01,5,3,4,Recent Customers
14048,277,88,375.13,1,4,2,Loyal Customers
14049,17,495,5536.15,4,5,5,Champions
14050,32,54,746.36,4,3,3,Recent Customers
14051,1,215,15477.34,5,5,5,Champions
14052,20,56,225.36,4,3,1,Recent Customers
14053,124,4,260.25,2,1,2,At Risk
14054,65,6,92.46,3,1,1,Regular Customers
14055,106,10,725.6400000000001,2,1,3,At Risk
14056,1,1110,8062.46,5,5,5,Champions
14057,24,290,6141.099999999999,4,5,5,Champions
14059,267,8,183.6,1,1,1,At Risk
14060,5,203,6135.38,5,5,5,Champions
14062,10,111,10464.85,5,4,5,Champions
14064,29,79,1168.92,4,4,4,Champions
14066,267,7,152.55,1,1,1,At Risk
14067,64,52,374.7,3,3,2,Regular Customers
14068,320,24,265.85,1,2,2,At Risk
14071,4,332,1306.16,5,5,4,Champions
14073,21,14,139.54,4,2,1,Recent Customers
14075,5,43,942.26,5,3,4,Recent Customers
14076,129,44,118.67,2,3,1,At Risk
14077,41,42,499.41999999999996,3,3,3,Regular Customers
14078,102,65,1049.37,2,4,4,Loyal Customers
14079,125,12,375.1,2,1,2,At Risk
14080,33,4,45.599999999999994,3,1,1,Regular Customers
14081,267,153,891.77,1,5,3,Loyal Customers
14082,365,29,182.25,1,2,1,At Risk
14083,4,177,1002.9,5,5,4,Champions
14085,2,449,4408.54,5,5,5,Champions
14087,3,69,178.72,5,4,1,Loyal Customers
14088,10,590,50415.49,5,5,5,Champions
14089,57,13,158.75,3,1,1,Regular Customers
14090,325,1,76.32000000000001,1,1,1,At Risk
14092,8,217,4063.1,5,5,5,Champions
14093,12,100,433.86,4,4,2,Loyal Customers
14096,4,5128,57120.909999999996,5,5,5,Champions
14098,37,21,147.35,3,2,1,Regular Customers
14099,16,252,3092.9700000000003,4,5,5,Champions
14100,138,25,191.95000000000002,2,2,1,At Risk
14101,74,35,5976.79,2,3,5,At Risk
14102,5,63,1060.33,5,4,4,Champions
14104,155,21,216.20999999999998,2,2,1,At Risk
14105,85,76,1260.33,2,4,4,Loyal Customers
14107,52,124,2688.48,3,5,5,Loyal Customers
14108,31,35,594.16,4,3,3,Recent Customers
14109,23,14,80.2,4,2,1,Recent Customers
14110,4,157,5669.65,5,5,5,Champions
14111,14,11,688.6,4,1,3,Recent Customers
14112,23,173,2774.17,4,5,5,Champions
14113,4,40,1377.92,5,3,4,Recent Customers
14114,274,15,386.53,1,2,2,At Risk
14116,20,72,1382.74,4,4,4,Champions
14117,144,3,90.0,2,1,1,At Risk
14119,354,1,-19.9,1,1,1,At Risk
14121,4,161,2740.3,5,5,5,Champions
14124,84,5,419.58000000000004,2,1,2,At Risk
14125,11,166,2720.63,5,5,5,Champions
14126,8,16,643.6300000000001,5,2,3,Recent Customers
14127,123,44,709.71,2,3,3,At Risk
14128,61,46,637.5,3,3,3,Regular Customers
14129,2,52,1123.8600000000001,5,3,4,Recent Customers
14130,319,66,480.91,1,4,3,Loyal Customers
14132,2,201,3580.13,5,5,5,Champions
14133,130,30,590.3399999999999,2,3,3,At Risk
14135,2,134,4690.31,5,5,5,Champions
14138,2,46,965.8800000000001,5,3,4,Recent Customers
14139,46,26,415.82,3,2,2,Regular Customers
14140,4,67,920.05,5,4,4,Champions
14141,3,46,879.0300000000001,5,3,3,Recent Customers
14142,373,22,311.81,1,2,2,At Risk
14143,134,7,115.8,2,1,1,At Risk
14145,47,12,3148.2,3,1,5,Regular Customers
14146,9,245,2949.57,5,5,5,Champions
14147,49,6,468.4,3,1,3,Regular Customers
14148,234,3,157.2,1,1,1,At Risk
14149,213,40,259.43,1,3,2,At Risk
14150,36,26,658.64,3,2,3,Regular Customers
14152,75,50,611.09,2,3,3,At Risk
14154,239,52,1345.62,1,3,4,At Risk
14155,266,6,118.75,1,1,1,At Risk
14156,10,1415,113214.59,5,5,5,Champions
14157,20,47,392.44,4,3,2,Recent Customers
14158,40,41,507.66,3,3,3,Regular Customers
14159,20,1183,4615.64,4,5,5,Champions
14161,216,104,1097.6200000000001,1,4,4,Loyal Customers
14162,174,25,289.36,2,2,2,At Risk
14163,87,52,2445.91,2,3,5,At Risk
14164,71,29,1631.77,3,2,4,Regular Customers
14165,276,24,120.44,1,2,1,At Risk
14167,39,50,562.59,3,3,3,Regular Customers
14171,98,58,363.79,2,4,2,Loyal Customers
14173,11,29,450.84,5,2,2,Recent Customers
14174,33,26,134.46,3,2,1,Regular Customers
14175,51,164,3108.06,3,5,5,Loyal Customers
14176,297,32,574.0,1,3,3,At Risk
14177,85,42,544.51,2,3,3,At Risk
14178,9,318,1600.26,5,5,4,Champions
14179,41,157,701.57,3,5,3,Loyal Customers
14180,11,248,4640.77,5,5,5,Champions
14184,67,24,452.89,3,2,2,Regular Customers
14185,331,3,197.65,1,1,1,At Risk
14188,9,71,2018.91,5,4,5,Champions
14189,2,277,4604.31,5,5,5,Champions
14191,2,263,4660.01,5,5,5,Champions
14193,68,42,853.39,3,3,3,Regular Customers
14194,5,604,11216.75,5,5,5,Champions
14195,202,8,962.7,1,1,4,At Risk
14196,107,6,335.52,2,1,2,At Risk
14198,4,44,663.5,5,3,3,Recent Customers
14199,218,2,185.39999999999998,1,1,1,At Risk
14201,60,39,688.04,3,3,3,Regular Customers
14204,2,39,150.61,5,3,1,Recent Customers
14205,11,39,218.78,5,3,1,Recent Customers
14206,239,21,308.26,1,2,2,At Risk
14208,95,10,151.74,2,1,1,At Risk
14209,11,88,2067.13,5,4,5,Champions
14210,91,103,1900.89,2,4,4,Loyal Customers
14211,53,118,2208.3,3,4,5,Loyal Customers
14212,90,9,1070.48,2,1,4,At Risk
14213,372,5,-1192.2,1,1,1,At Risk
14214,31,70,1000.23,4,4,4,Champions
14215,12,109,1777.92,4,4,4,Champions
14216,3,59,1839.3,5,4,4,Champions
14217,2,107,1925.3600000000001,5,4,4,Champions
14218,43,12,169.48000000000002,3,1,1,Regular Customers
14219,4,7,89.94,5,1,1,Recent Customers
14220,247,21,632.4,1,2,3,At Risk
14221,42,194,3427.85,3,5,5,Loyal Customers
14222,177,41,683.17,2,3,3,At Risk
14223,92,61,975.23,2,4,4,Loyal Customers
14224,110,113,1009.73,2,4,4,Loyal Customers
14226,29,72,2184.2400000000002,4,4,5,Champions
14227,26,183,3315.71,4,5,5,Champions
14229,52,43,1450.6,3,3,4,Regular Customers
14231,179,54,822.0600000000001,1,3,3,At Risk
14232,32,118,2043.93,4,4,5,Champions
14233,44,36,1447.51,3,3,4,Regular Customers
14234,22,147,754.12,4,5,3,Loyal Customers
14235,10,80,3093.86,5,4,5,Champions
14236,81,15,490.86,2,2,3,At Risk
14237,373,9,161.0,1,1,1,At Risk
14238,326,8,146.85,1,1,1,At Risk
14239,43,116,2323.5,3,4,5,Loyal Customers
14240,30,42,890.34,4,3,3,Recent Customers
14241,184,10,213.70000000000002,1,1,1,At Risk
14242,235,16,280.55,1,2,2,At Risk
14243,9,148,2535.88,5,5,5,Champions
14245,176,112,1677.48,2,4,4,Loyal Customers
14246,111,75,1474.06,2,4,4,Loyal Customers
14247,278,20,136.76999999999998,1,2,1,At Risk
14248,318,8,302.58,1,1,2,At Risk
14250,7,111,1904.05,5,4,4,Champions
14251,2,78,2879.7000000000003,5,4,5,Champions
14256,254,54,935.0600000000001,1,3,4,At Risk
14257,51,107,3087.27,3,4,5,Loyal Customers
14258,9,112,12650.08,5,4,5,Champions
14259,142,5,120.0,2,1,1,At Risk
14261,51,52,1163.45,3,3,4,Regular Customers
14262,8,143,2618.23,5,5,5,Champions
14264,155,19,319.47,2,2,2,At Risk
14265,109,31,530.18,2,3,3,At Risk
14267,151,66,1279.09,2,4,4,Loyal Customers
14270,332,29,492.65000000000003,1,2,3,At Risk
14271,226,10,112.32,1,1,1,At Risk
14272,74,33,437.96,2,3,2,At Risk
14273,51,29,559.97,3,2,3,Regular Customers
14276,88,75,1019.39,2,4,4,Loyal Customers
14277,15,225,3928.8,4,5,5,Champions
14280,197,8,134.04,1,1,1,At Risk
14282,3,154,3701.44,5,5,5,Champions
14284,31,34,578.45,4,3,3,Recent Customers
14285,21,27,1910.01,4,2,4,Recent Customers
14286,24,285,4595.81,4,5,5,Champions
14287,8,11,151.23000000000002,5,1,1,Recent Customers
14288,212,17,413.85,1,2,2,At Risk
14289,9,47,911.26,5,3,4,Recent Customers
14290,11,103,2307.4500000000003,5,4,5,Champions
14291,2,238,3873.3,5,5,5,Champions
14292,8,108,4819.33,5,4,5,Champions
14293,3,61,1046.56,5,4,4,Champions
14295,40,7,154.70000000000002,3,1,1,Regular Customers
14297,18,64,1284.06,4,4,4,Champions
14298,3,1640,50862.44,5,5,5,Champions
14299,8,162,2855.35,5,5,5,Champions
14300,19,3,43.2,4,1,1,Recent Customers
14301,108,16,632.04,2,2,3,At Risk
14304,223,27,197.1,1,2,1,At Risk
14305,71,110,1803.76,3,4,4,Loyal Customers
14306,51,35,2083.42,3,3,5,Regular Customers
14307,89,180,2995.72,2,5,5,Loyal Customers
14309,8,123,2319.68,5,5,5,Champions
14311,225,27,229.71,1,2,1,At Risk
14312,47,87,1611.59,3,4,4,Loyal Customers
14314,107,8,120.0,2,1,1,At Risk
14315,21,104,2456.98,4,4,5,Champions
14317,65,24,508.58000000000004,3,2,3,Regular Customers
14320,207,42,343.11,1,3,2,At Risk
14321,11,123,1530.75,5,5,4,Champions
14323,115,41,574.26,2,3,3,At Risk
14326,235,9,166.85,1,1,1,At Risk
14327,163,12,311.65,2,1,2,At Risk
14329,9,268,4889.14,5,5,5,Champions
14331,124,28,462.65999999999997,2,2,2,At Risk
14332,23,25,840.21,4,2,3,Recent Customers
14333,64,19,351.45,3,2,2,Regular Customers
14334,17,163,2539.46,4,5,5,Champions
14335,16,60,454.86,4,4,2,Loyal Customers
14336,17,90,1614.91,4,4,4,Champions
14338,158,34,554.22,2,3,3,At Risk
14339,235,18,289.90999999999997,1,2,2,At Risk
14340,219,6,134.7,1,1,1,At Risk
14341,45,129,2151.08,3,5,5,Loyal Customers
14342,21,24,607.71,4,2,3,Recent Customers
14344,127,71,889.9300000000001,2,4,3,Loyal Customers
14345,39,6,108.97999999999999,3,1,1,Regular Customers
14346,121,60,1021.58,2,4,4,Loyal Customers
14348,260,18,409.57,1,2,2,At Risk
14349,10,31,133.5,5,3,1,Recent Customers
14350,271,21,258.7,1,2,2,At Risk
14351,165,1,51.0,2,1,1,At Risk
14352,157,47,1078.96,2,3,4,At Risk
14353,215,6,90.6,1,1,1,At Risk
14354,6,9,163.62,5,1,1,Recent Customers
14355,366,11,174.4,1,1,1,At Risk
14356,60,38,666.9399999999999,3,3,3,Regular Customers
14357,43,40,225.12,3,3,1,Regular Customers
14359,19,58,882.58,4,4,3,Loyal Customers
14360,32,117,2118.03,4,4,5,Champions
14362,22,37,151.5,4,3,1,Recent Customers
14364,109,69,3717.35,2,4,5,Loyal Customers
14367,8,530,9134.12,5,5,5,Champions
14368,320,8,155.0,1,1,1,At Risk
14371,295,4,100.5,1,1,1,At Risk
14373,358,4,76.55,1,1,1,At Risk
14375,185,66,235.56,1,4,2,Loyal Customers
14377,191,11,617.05,1,1,3,At Risk
14379,44,46,348.1,3,3,2,Regular Customers
14381,52,56,202.68,3,3,1,Regular Customers
14382,26,126,615.49,4,5,3,Loyal Customers
14383,38,59,1247.69,3,4,4,Loyal Customers
14385,9,14,202.11,5,2,1,Recent Customers
14386,297,7,142.4,1,1,1,At Risk
14387,33,139,1727.6,3,5,4,Loyal Customers
14388,9,191,3172.04,5,5,5,Champions
14389,9,62,999.72,5,4,4,Champions
14390,10,289,4582.22,5,5,5,Champions
14393,218,5,67.95,1,1,1,At Risk
14395,2,351,3444.11,5,5,5,Champions
14396,65,73,487.99,3,4,3,Loyal Customers
14397,1,95,2556.68,5,4,5,Champions
14400,141,26,559.7,2,2,3,At Risk
14401,4,183,4039.98,5,5,5,Champions
14403,130,26,1426.31,2,2,4,At Risk
14404,34,101,1409.72,3,4,4,Loyal Customers
14406,119,8,156.75,2,1,1,At Risk
14407,107,76,2111.08,2,4,5,Loyal Customers
14408,11,106,2599.03,5,4,5,Champions
14409,71,55,1908.25,3,3,4,Regular Customers
14410,16,282,573.45,4,5,3,Loyal Customers
14411,311,14,1063.0,1,2,4,At Risk
14412,35,45,761.3299999999999,3,3,3,Regular Customers
14413,362,22,121.05,1,2,1,At Risk
14414,92,98,1485.1299999999999,2,4,4,Loyal Customers
14415,1,601,5766.85,5,5,5,Champions
14416,22,14,490.22,4,2,3,Recent Customers
14418,4,124,1937.25,5,5,4,Champions
14419,11,202,1051.79,5,5,4,Champions
14420,85,30,385.87,2,3,2,At Risk
14421,57,27,813.11,3,2,3,Regular Customers
14422,1,222,4263.64,5,5,5,Champions
14423,218,3,265.2,1,1,2,At Risk
14424,18,1,322.08,4,1,2,Recent Customers
14426,19,264,3918.9,4,5,5,Champions
14427,50,17,363.34000000000003,3,2,2,Regular Customers
14428,7,141,1209.3700000000001,5,5,4,Champions
14431,299,21,423.26,1,2,2,At Risk
14432,10,377,2248.5,5,5,5,Champions
14434,22,12,1372.8,4,1,4,Recent Customers
14436,99,9,89.06,2,1,1,At Risk
14437,143,6,-43.400000000000006,2,1,1,At Risk
14438,306,9,131.9,1,1,1,At Risk
14439,320,32,2661.24,1,3,5,At Risk
14440,8,55,2357.6800000000003,5,3,5,Recent Customers
14441,1,59,1545.14,5,4,4,Champions
14442,2,68,1544.62,5,4,4,Champions
14443,54,98,1400.88,3,4,4,Loyal Customers
14446,1,277,1010.35,5,5,4,Champions
14447,19,70,1163.23,4,4,4,Champions
14448,9,20,375.35,5,2,2,Recent Customers
14449,19,250,885.8,4,5,3,Loyal Customers
14450,181,40,483.25,1,3,3,At Risk
14451,60,105,643.9,3,4,3,Loyal Customers
14452,11,60,259.05,5,4,2,Loyal Customers
14453,190,22,119.93,1,2,1,At Risk
14456,5,954,3002.5099999999998,5,5,5,Champions
14457,311,4,113.64,1,1,1,At Risk
14459,155,37,1837.92,2,3,4,At Risk
14460,110,17,383.34,2,2,2,At Risk
14461,148,180,2103.06,2,5,5,Loyal Customers
14462,64,239,1942.45,3,5,4,Loyal Customers
14463,98,6,529.62,2,1,3,At Risk
14465,247,123,1038.44,1,5,4,Loyal Customers
14466,29,72,2272.4,4,4,5,Champions
14467,18,89,596.26,4,4,3,Loyal Customers
14470,12,43,461.19,4,3,2,Recent Customers
14472,104,265,1852.67,2,5,4,Loyal Customers
14473,74,7,234.34000000000003,2,1,2,At Risk
14474,43,30,537.71,3,3,3,Regular Customers
14475,72,47,799.82,2,3,3,At Risk
14476,257,17,193.0,1,2,1,At Risk
14477,20,11,1307.81,4,1,4,Recent Customers
14479,254,18,316.25,1,2,2,At Risk
14480,11,13,279.05,5,1,2,Recent Customers
14481,165,30,636.51,2,3,3,At Risk
14482,18,137,2022.81,4,5,5,Champions
14483,150,10,129.2,2,1,1,At Risk
14484,50,14,321.92,3,2,2,Regular Customers
14485,39,46,162.8,3,3,1,Regular Customers
14487,27,141,1152.73,4,5,4,Champions
14488,51,49,1047.43,3,3,4,Regular Customers
14489,207,30,463.38,1,3,2,At Risk
14491,175,17,340.93,2,2,2,At Risk
14493,7,123,2362.84,5,5,5,Champions
14494,26,7,139.56,4,1,1,Recent Customers
14495,51,6,123.8,3,1,1,Regular Customers
14496,312,19,538.8100000000001,1,2,3,At Risk
14497,301,31,457.47,1,3,2,At Risk
14498,43,193,1957.32,3,5,4,Loyal Customers
14499,26,190,808.44,4,5,3,Loyal Customers
14500,88,7,356.85,2,1,2,At Risk
14501,64,12,190.31,3,1,1,Regular Customers
14502,20,615,2310.18,4,5,5,Champions
14503,3,164,3543.26,5,5,5,Champions
14504,47,107,673.26,3,4,3,Loyal Customers
14505,17,789,5772.49,4,5,5,Champions
14506,17,295,1960.65,4,5,4,Champions
14507,24,97,1352.88,4,4,4,Champions
14508,22,55,268.05,4,3,2,Recent Customers
14511,11,71,1267.4099999999999,5,4,4,Champions
14512,188,23,275.28,1,2,2,At Risk
14513,101,18,438.49,2,2,2,At Risk
14514,61,69,990.2,3,4,4,Loyal Customers
14515,18,98,2076.89,4,4,5,Champions
14517,33,18,330.45,3,2,2,Regular Customers
14518,64,16,174.37,3,2,1,Regular Customers
14520,2,4,270.6,5,1,2,Recent Customers
14522,24,17,974.54,4,2,4,Recent Customers
14523,108,12,241.09,2,1,2,At Risk
14524,32,197,1843.83,4,5,4,Champions
14525,9,289,4105.07,5,5,5,Champions
14527,3,1010,7709.69,5,5,5,Champions
14528,37,18,364.21999999999997,3,2,2,Regular Customers
14529,60,213,578.61,3,5,3,Loyal Customers
14530,26,213,2862.11,4,5,5,Champions
14532,236,64,932.85,1,4,4,Loyal Customers
14533,25,65,1812.6200000000001,4,4,4,Champions
14534,3,547,4025.6,5,5,5,Champions
14535,59,331,2831.7400000000002,3,5,5,Loyal Customers
14536,260,18,170.95,1,2,1,At Risk
14537,58,10,355.56,3,1,2,Regular Customers
14538,65,19,388.25,3,2,2,Regular Customers
14539,16,32,537.48,4,3,3,Recent Customers
14540,10,71,952.66,5,4,4,Champions
14541,59,105,1453.35,3,4,4,Loyal Customers
14542,186,5,103.25,1,1,1,At Risk
14543,4,105,2916.17,5,4,5,Champions
14544,24,111,2004.3,4,4,5,Champions
14546,4,415,2482.86,5,5,5,Champions
14547,4,356,3953.9500000000003,5,5,5,Champions
14548,151,4,652.8,2,1,3,At Risk
14549,311,56,289.24,1,3,2,At Risk
14550,11,47,757.37,5,3,3,Recent Customers
14551,18,10,186.23,4,1,1,Recent Customers
14552,152,57,164.22,2,3,1,At Risk
14553,19,113,859.27,4,4,3,Loyal Customers
14554,10,203,2279.4900000000002,5,5,5,Champions
14555,57,19,312.54,3,2,2,Regular Customers
14557,64,32,0.0,3,3,1,Regular Customers
14560,7,76,2174.18,5,4,5,Champions
14561,76,69,1080.76,2,4,4,Loyal Customers
14562,4,441,4676.62,5,5,5,Champions
14565,96,129,3073.77,2,5,5,Loyal Customers
14566,111,4,1432.0,2,1,4,At Risk
14567,35,34,1524.46,3,3,4,Regular Customers
14569,1,12,227.39,5,1,1,Recent Customers
14570,281,29,218.06,1,2,1,At Risk
14572,3,265,2775.39,5,5,5,Champions
14573,180,233,1590.12,1,5,4,Loyal Customers
14576,372,1,35.400000000000006,1,1,1,At Risk
14577,13,123,859.71,4,5,3,Loyal Customers
14578,3,24,168.63,5,2,1,Recent Customers
14581,17,17,138.6,4,2,1,Recent Customers
14582,41,6,114.11,3,1,1,Regular Customers
14583,6,302,986.96,5,5,4,Champions
14584,169,99,1020.06,2,4,4,Loyal Customers
14585,50,29,157.05,3,2,1,Regular Customers
14586,227,27,134.16,1,2,1,At Risk
14587,19,372,1577.39,4,5,4,Champions
14589,372,3,39.75,1,1,1,At Risk
14591,15,176,1320.21,4,5,4,Champions
14592,35,158,557.94,3,5,3,Loyal Customers
14593,22,151,617.15,4,5,3,Loyal Customers
14594,7,52,363.33,5,3,2,Recent Customers
14595,20,102,1740.6,4,4,4,Champions
14597,11,47,866.24,5,3,3,Recent Customers
14598,44,50,221.97,3,3,1,Regular Customers
14600,306,25,393.33000000000004,1,2,2,At Risk
14601,11,7,213.96,5,1,1,Recent Customers
14603,275,2,660.0,1,1,3,At Risk
14606,1,2759,11633.35,5,5,5,Champions
14607,16,109,10981.1,4,4,5,Champions
14608,4,20,1785.15,5,2,4,Recent Customers
14609,72,4,601.56,2,1,3,At Risk
14616,243,3,406.08000000000004,1,1,2,At Risk
14618,9,17,538.59,5,2,3,Recent Customers
14619,239,22,379.51,1,2,2,At Risk
14620,204,30,393.28000000000003,1,3,2,At Risk
14621,1,96,1765.76,5,4,4,Champions
14622,185,21,320.58000000000004,1,2,2,At Risk
14623,32,134,866.8000000000001,4,5,3,Loyal Customers
14624,57,13,225.85,3,1,1,Regular Customers
14625,185,57,848.48,1,3,3,At Risk
14626,9,126,2757.07,5,5,5,Champions
14627,312,5,-21.85,1,1,1,At Risk
14628,91,24,671.96,2,2,3,At Risk
14629,4,151,935.46,5,5,4,Champions
14631,51,41,1006.98,3,3,4,Regular Customers
14632,263,8,114.56,1,1,1,At Risk
14633,266,20,344.90000000000003,1,2,2,At Risk
14636,36,28,609.85,3,2,3,Regular Customers
14638,51,16,443.6,3,2,2,Regular Customers
14639,52,175,2952.34,3,5,5,Loyal Customers
14640,16,112,2024.45,4,4,5,Champions
14641,22,7,110.46,4,1,1,Recent Customers
14642,59,2,96.12,3,1,1,Regular Customers
14643,170,34,668.61,2,3,3,At Risk
14644,9,29,780.46,5,2,3,Recent Customers
14645,157,30,597.09,2,3,3,At Risk
14646,2,2085,279489.02,5,5,5,Champions
14647,201,28,236.04000000000002,1,2,2,At Risk
14649,5,186,1402.59,5,5,4,Champions
14651,67,101,653.75,3,4,3,Loyal Customers
14652,77,29,114.18,2,2,1,At Risk
14653,1,234,1926.65,5,5,4,Champions
14655,4,50,1930.15,5,3,4,Recent Customers
14656,169,80,291.05,2,4,2,Loyal Customers
14657,18,127,838.27,4,5,3,Loyal Customers
14658,5,29,247.15,5,2,2,Recent Customers
14659,9,259,2456.53,5,5,5,Champions
14660,87,30,285.74,2,3,2,At Risk
14661,27,4,107.95,4,1,1,Recent Customers
14662,29,157,741.37,4,5,3,Loyal Customers
14664,20,98,636.24,4,4,3,Loyal Customers
14665,61,117,1258.38,3,4,4,Loyal Customers
14666,24,14,195.25,4,2,1,Recent Customers
14667,11,570,9165.04,5,5,5,Champions
14669,242,166,1259.24,1,5,4,Loyal Customers
14670,280,123,392.86,1,5,2,Loyal Customers
14672,235,61,765.55,1,4,3,Loyal Customers
14673,3,74,1736.4,5,4,4,Champions
14675,16,97,596.36,4,4,3,Loyal Customers
14676,31,44,2543.2400000000002,4,3,5,Recent Customers
14679,372,1,-2.55,1,1,1,At Risk
14680,25,320,26932.34,4,5,5,Champions
14681,71,7,498.95,3,1,3,Regular Customers
14682,188,2,52.0,1,1,1,At Risk
14684,26,390,1201.51,4,5,4,Champions
14687,107,15,628.38,2,2,3,At Risk
14688,8,356,5055.61,5,5,5,Champions
14689,209,13,112.8,1,1,1,At Risk
14690,44,52,341.96,3,3,2,Regular Customers
14691,31,71,2114.33,4,4,5,Champions
14692,137,69,582.05,2,4,3,Loyal Customers
14693,265,8,172.9,1,1,1,At Risk
14696,4,133,2070.97,5,5,5,Champions
14697,218,22,188.60999999999999,1,2,1,At Risk
14698,2,200,1217.27,5,5,4,Champions
14699,214,8,109.13000000000001,1,1,1,At Risk
14700,32,112,2195.1,4,4,5,Champions
14701,11,342,2462.94,5,5,5,Champions
14702,1,343,3210.29,5,5,5,Champions
14703,15,22,318.17,4,2,2,Recent Customers
14704,11,393,1493.96,5,5,4,Champions
14705,199,1,179.0,1,1,1,At Risk
14708,3,29,1096.67,5,2,4,Recent Customers
14709,15,197,4911.14,4,5,5,Champions
14710,14,136,599.48,4,5,3,Loyal Customers
14711,10,347,2809.02,5,5,5,Champions
14712,29,25,917.07,4,2,4,Recent Customers
14713,9,340,2660.1,5,5,5,Champions
14714,24,10,160.19,4,1,1,Recent Customers
14715,25,71,867.38,4,4,3,Loyal Customers
14716,43,51,307.51,3,3,2,Regular Customers
14719,2,236,1571.89,5,5,4,Champions
14720,6,37,663.81,5,3,3,Recent Customers
14722,147,28,180.42000000000002,2,2,1,At Risk
14723,10,259,1122.3600000000001,5,5,4,Champions
14725,25,47,655.58,4,3,3,Recent Customers
14727,274,10,268.58,1,1,2,At Risk
