InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue,Year,Month,Day
575611,23546,WRAP PAISLEY PARK ,25,2011-11-10 12:46:00,0.42,17861,United Kingdom,10.5,2011,11,10
545301,21731,RED TOADSTOOL LED NIGHT LIGHT,12,2011-03-01 12:26:00,1.65,12679,France,19.799999999999997,2011,3,1
567482,20735,BLACK MINI TAPE MEASURE ,2,2011-09-20 13:42:00,0.85,16464,United Kingdom,1.7,2011,9,20
567860,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,24,2011-09-22 13:53:00,3.39,18102,United Kingdom,81.36,2011,9,22
556426,23206,LUNCH BAG APPLE DESIGN,10,2011-06-10 13:18:00,1.65,16729,United Kingdom,16.5,2011,6,10
544465,22624,IVORY KITCHEN SCALES,1,2011-02-20 15:06:00,8.5,13168,United Kingdom,8.5,2011,2,20
557746,85180A,RED HEARTS LIGHT CHAIN ,1,2011-06-22 12:24:00,4.65,15059,United Kingdom,4.65,2011,6,22
579196,22966,GINGERBREAD MAN COOKIE CUTTER,1,2011-11-28 15:54:00,2.46,14096,United Kingdom,2.46,2011,11,28
546920,21232,STRAWBERRY CERAMIC TRINKET BOX,24,2011-03-18 09:55:00,1.25,12471,Germany,30.0,2011,3,18
575136,23189,SET OF 12 FORK CANDLES,6,2011-11-08 14:53:00,2.89,15103,United Kingdom,17.34,2011,11,8
557250,22920,HERB MARKER BASIL,1,2011-06-17 15:59:00,0.65,12748,United Kingdom,0.65,2011,6,17
580501,84978,HANGING HEART JAR T-LIGHT HOLDER,4,2011-12-04 13:00:00,1.25,14546,United Kingdom,5.0,2011,12,4
578078,23142,IVORY WIRE KITCHEN ORGANISER,1,2011-11-22 16:24:00,10.4,12586,Italy,10.4,2011,11,22
579161,35967,FOLK ART METAL STAR T-LIGHT HOLDER,12,2011-11-28 13:56:00,0.38,17379,United Kingdom,4.5600000000000005,2011,11,28
569331,21754,HOME BUILDING BLOCK WORD,6,2011-10-03 13:39:00,5.95,16875,United Kingdom,35.7,2011,10,3
553894,21671,RED SPOT CERAMIC DRAWER KNOB,12,2011-05-19 17:15:00,1.25,13658,United Kingdom,15.0,2011,5,19
562542,22718,CARD CAT AND TREE ,12,2011-08-05 15:40:00,0.42,17377,United Kingdom,5.04,2011,8,5
566270,22141,CHRISTMAS CRAFT TREE TOP ANGEL,6,2011-09-11 13:40:00,2.1,16523,United Kingdom,12.600000000000001,2011,9,11
540769,22961,JAM MAKING SET PRINTED,12,2011-01-11 10:38:00,1.45,12601,Germany,17.4,2011,1,11
540458,21918,SET 12 KIDS COLOUR  CHALK STICKS,24,2011-01-07 12:28:00,0.42,12501,Germany,10.08,2011,1,7
538510,22925,BLUE GIANT GARDEN THERMOMETER,1,2010-12-12 13:47:00,5.95,18004,United Kingdom,5.95,2010,12,12
555556,22620,4 TRADITIONAL SPINNING TOPS,1,2011-06-05 14:04:00,1.45,15704,United Kingdom,1.45,2011,6,5
579167,82494L,WOODEN FRAME ANTIQUE WHITE ,2,2011-11-28 14:06:00,2.95,16800,United Kingdom,5.9,2011,11,28
576065,21934,SKULL SHOULDER BAG,4,2011-11-13 15:42:00,1.65,15005,United Kingdom,6.6,2011,11,13
549153,84991,60 TEATIME FAIRY CAKE CASES,24,2011-04-06 15:47:00,0.55,13771,United Kingdom,13.200000000000001,2011,4,6
557145,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2011-06-17 10:43:00,1.69,17139,United Kingdom,27.04,2011,6,17
550138,15036,ASSORTED COLOURS SILK FAN,24,2011-04-14 14:02:00,0.83,12841,United Kingdom,19.919999999999998,2011,4,14
560724,22814,CARD PARTY GAMES ,12,2011-07-20 13:55:00,0.42,16186,United Kingdom,5.04,2011,7,20
536569,21823,PAINTED METAL HEART WITH HOLLY BELL,4,2010-12-01 15:35:00,1.45,16274,United Kingdom,5.8,2010,12,1
580092,23209,LUNCH BAG VINTAGE DOILY ,5,2011-12-01 14:38:00,1.65,13969,United Kingdom,8.25,2011,12,1
577549,20718,RED RETROSPOT SHOPPER BAG,2,2011-11-20 15:00:00,1.25,17841,United Kingdom,2.5,2011,11,20
547647,20725,LUNCH BAG RED RETROSPOT,10,2011-03-24 11:43:00,1.65,15144,United Kingdom,16.5,2011,3,24
547357,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-03-22 12:15:00,2.95,17613,United Kingdom,17.700000000000003,2011,3,22
539408,22379,RECYCLING BAG RETROSPOT ,5,2010-12-17 12:56:00,2.1,12720,Germany,10.5,2010,12,17
550447,21623,VINTAGE UNION JACK MEMOBOARD,1,2011-04-18 12:36:00,9.95,16033,United Kingdom,9.95,2011,4,18
549322,21314,SMALL GLASS HEART TRINKET POT,8,2011-04-08 10:20:00,2.1,16558,United Kingdom,16.8,2011,4,8
558888,22921,HERB MARKER CHIVES ,10,2011-07-04 15:29:00,0.65,14056,United Kingdom,6.5,2011,7,4
578998,22722,SET OF 6 SPICE TINS PANTRY DESIGN,1,2011-11-27 16:05:00,3.95,15436,United Kingdom,3.95,2011,11,27
563753,21495,SKULLS AND CROSSBONES WRAP,25,2011-08-19 10:51:00,0.42,12513,France,10.5,2011,8,19
555587,22854,CREAM SWEETHEART EGG HOLDER,4,2011-06-06 09:13:00,4.95,15687,United Kingdom,19.8,2011,6,6
549577,22746,POPPY'S PLAYHOUSE LIVINGROOM ,6,2011-04-11 08:16:00,2.1,14286,United Kingdom,12.600000000000001,2011,4,11
554980,22568,FELTCRAFT CUSHION OWL,6,2011-05-29 11:59:00,3.75,17613,United Kingdom,22.5,2011,5,29
554116,47566,PARTY BUNTING,3,2011-05-22 15:12:00,4.95,14514,United Kingdom,14.850000000000001,2011,5,22
562457,22995,TRAVEL CARD WALLET SUKI,48,2011-08-05 11:00:00,0.42,18079,United Kingdom,20.16,2011,8,5
568984,21890,S/6 WOODEN SKITTLES IN COTTON BAG,1,2011-09-29 15:57:00,3.25,17813,United Kingdom,3.25,2011,9,29
544658,37447,CERAMIC CAKE DESIGN SPOTTED PLATE,12,2011-02-22 13:18:00,1.49,13113,United Kingdom,17.88,2011,2,22
576860,22970,LONDON BUS COFFEE MUG,6,2011-11-16 15:58:00,2.55,17602,United Kingdom,15.299999999999999,2011,11,16
559912,22985,WRAP BILLBOARD FONTS DESIGN,25,2011-07-13 15:04:00,0.42,14221,United Kingdom,10.5,2011,7,13
536749,22900, SET 2 TEA TOWELS I LOVE LONDON ,1,2010-12-02 13:49:00,2.95,17976,United Kingdom,2.95,2010,12,2
568712,84510A,SET OF 4 ENGLISH ROSE COASTERS,1,2011-09-28 15:50:00,1.25,17841,United Kingdom,1.25,2011,9,28
580298,22438,BALLOON ART MAKE YOUR OWN FLOWERS,50,2011-12-02 13:54:00,0.39,17086,United Kingdom,19.5,2011,12,2
561398,21787,RAIN PONCHO RETROSPOT,24,2011-07-27 10:52:00,0.85,16767,United Kingdom,20.4,2011,7,27
537689,22834,HAND WARMER BABUSHKA DESIGN,12,2010-12-08 10:36:00,2.1,15750,United Kingdom,25.200000000000003,2010,12,8
539933,22723,SET OF 6 HERB TINS SKETCHBOOK,4,2010-12-23 11:24:00,3.95,15235,United Kingdom,15.8,2010,12,23
568169,22865,HAND WARMER OWL DESIGN,12,2011-09-25 12:54:00,2.1,14152,United Kingdom,25.200000000000003,2011,9,25
557005,22355,CHARLOTTE BAG SUKI DESIGN,100,2011-06-16 11:24:00,0.72,13700,United Kingdom,72.0,2011,6,16
545530,22254,FELT TOADSTOOL LARGE,12,2011-03-03 13:45:00,1.25,17416,United Kingdom,15.0,2011,3,3
578946,23438, RED SPOT GIFT BAG LARGE,3,2011-11-27 13:47:00,1.25,16005,United Kingdom,3.75,2011,11,27
541682,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2011-01-20 15:00:00,2.95,14770,United Kingdom,35.400000000000006,2011,1,20
545999,22026,BANQUET BIRTHDAY  CARD  ,12,2011-03-08 14:44:00,0.42,13089,United Kingdom,5.04,2011,3,8
562939,20749,ASSORTED COLOUR MINI CASES,2,2011-08-11 08:37:00,7.95,15498,United Kingdom,15.9,2011,8,11
540777,22423,REGENCY CAKESTAND 3 TIER,5,2011-01-11 11:15:00,12.75,13144,United Kingdom,63.75,2011,1,11
565207,22410,MONEY BOX HOUSEKEEPING DESIGN,2,2011-09-01 16:46:00,1.25,16764,United Kingdom,2.5,2011,9,1
550035,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,8,2011-04-14 11:48:00,0.42,15039,United Kingdom,3.36,2011,4,14
542241,17164B,ASS COL SMALL SAND GECKO P'WEIGHT,1,2011-01-26 14:51:00,0.42,16409,United Kingdom,0.42,2011,1,26
559639,22423,REGENCY CAKESTAND 3 TIER,6,2011-07-11 12:23:00,12.75,13767,United Kingdom,76.5,2011,7,11
546498,22768,FAMILY PHOTO FRAME CORNICE,1,2011-03-14 11:44:00,9.95,15493,United Kingdom,9.95,2011,3,14
569229,21977,PACK OF 60 PINK PAISLEY CAKE CASES,2,2011-10-02 14:56:00,0.55,14502,United Kingdom,1.1,2011,10,2
579491,22553,PLASTERS IN TIN SKULLS,3,2011-11-29 15:23:00,1.65,14723,United Kingdom,4.949999999999999,2011,11,29
574866,21327,SKULLS WRITING SET ,3,2011-11-07 12:34:00,1.65,12748,United Kingdom,4.949999999999999,2011,11,7
562031,21272,SALLE DE BAIN HOOK,5,2011-08-01 17:37:00,1.25,16984,United Kingdom,6.25,2011,8,1
563937,22561,WOODEN SCHOOL COLOURING SET,12,2011-08-22 09:10:00,1.65,18204,United Kingdom,19.799999999999997,2011,8,22
550129,21124,SET/10 BLUE POLKADOT PARTY CANDLES,24,2011-04-14 13:17:00,1.25,13001,United Kingdom,30.0,2011,4,14
546116,47559B,TEA TIME OVEN GLOVE,10,2011-03-09 13:53:00,1.25,15367,United Kingdom,12.5,2011,3,9
C570290,21175,GIN + TONIC DIET METAL SIGN,-12,2011-10-10 11:54:00,2.55,14665,United Kingdom,-30.599999999999998,2011,10,10
555540,47566B,TEA TIME PARTY BUNTING,2,2011-06-05 12:48:00,4.95,13668,United Kingdom,9.9,2011,6,5
544040,22666,RECIPE BOX PANTRY YELLOW DESIGN,1,2011-02-15 11:40:00,2.95,14701,United Kingdom,2.95,2011,2,15
546003,22631,CIRCUS PARADE LUNCH BOX ,1,2011-03-08 15:07:00,1.95,16712,United Kingdom,1.95,2011,3,8
575905,22138,BAKING SET 9 PIECE RETROSPOT ,3,2011-11-11 15:49:00,4.95,13732,United Kingdom,14.850000000000001,2011,11,11
579301,21899,GARAGE KEY FOB,1,2011-11-29 11:32:00,0.65,18118,United Kingdom,0.65,2011,11,29
579387,90094,NECKLACE+BRACELET SET FRUIT SALAD ,1,2011-11-29 12:06:00,2.55,14452,United Kingdom,2.55,2011,11,29
559368,23202,JUMBO BAG VINTAGE LEAF,10,2011-07-08 09:38:00,2.08,17031,United Kingdom,20.8,2011,7,8
579414,22551,PLASTERS IN TIN SPACEBOY,16,2011-11-29 12:52:00,1.65,14719,United Kingdom,26.4,2011,11,29
578946,79051A,SMOKEY GREY COLOUR GLASS,4,2011-11-27 13:47:00,0.29,16005,United Kingdom,1.16,2011,11,27
556526,23254,CHILDRENS CUTLERY DOLLY GIRL ,8,2011-06-13 11:33:00,4.15,12732,France,33.2,2011,6,13
537144,84378,SET OF 3 HEART COOKIE CUTTERS,1,2010-12-05 13:00:00,1.25,15880,United Kingdom,1.25,2010,12,5
566726,23201,JUMBO BAG ALPHABET,1,2011-09-14 13:12:00,2.08,15021,United Kingdom,2.08,2011,9,14
542236,22247,BUNNY DECORATION MAGIC GARDEN,2,2011-01-26 14:19:00,0.85,17027,United Kingdom,1.7,2011,1,26
538040,22927,GREEN GIANT GARDEN THERMOMETER,1,2010-12-09 13:08:00,5.95,16520,United Kingdom,5.95,2010,12,9
580278,21165,BEWARE OF THE CAT METAL SIGN ,3,2011-12-02 13:11:00,1.69,13560,United Kingdom,5.07,2011,12,2
556503,21982,PACK OF 12 SUKI TISSUES ,24,2011-06-13 08:44:00,0.29,13517,United Kingdom,6.959999999999999,2011,6,13
559355,23082,SET 6 PAPER TABLE LANTERN HEARTS ,6,2011-07-07 18:14:00,3.75,17007,United Kingdom,22.5,2011,7,7
563638,22939,ADULT APRON APPLE DELIGHT,1,2011-08-18 10:36:00,4.95,15311,United Kingdom,4.95,2011,8,18
569246,22666,RECIPE BOX PANTRY YELLOW DESIGN,4,2011-10-03 09:57:00,5.79,14096,United Kingdom,23.16,2011,10,3
574547,22212,FOUR HOOK  WHITE LOVEBIRDS,1,2011-11-04 15:08:00,2.1,17841,United Kingdom,2.1,2011,11,4
549257,21531,RED RETROSPOT SUGAR JAM BOWL,1,2011-04-07 12:29:00,2.55,14465,United Kingdom,2.55,2011,4,7
554552,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,100,2011-05-25 09:58:00,1.79,13694,United Kingdom,179.0,2011,5,25
569546,22966,GINGERBREAD MAN COOKIE CUTTER,1,2011-10-04 16:39:00,1.25,15276,United Kingdom,1.25,2011,10,4
568780,21058,PARTY INVITES WOODLAND,12,2011-09-29 08:27:00,0.85,18235,United Kingdom,10.2,2011,9,29
562944,22630,DOLLY GIRL LUNCH BOX,12,2011-08-11 09:34:00,1.95,13985,United Kingdom,23.4,2011,8,11
566271,22030,SWALLOWS GREETING CARD,12,2011-09-11 13:44:00,0.42,14250,United Kingdom,5.04,2011,9,11
572763,22951,60 CAKE CASES DOLLY GIRL DESIGN,24,2011-10-26 09:54:00,0.55,12812,Japan,13.200000000000001,2011,10,26
547684,22727,ALARM CLOCK BAKELIKE RED ,16,2011-03-24 14:46:00,3.75,12408,Belgium,60.0,2011,3,24
547726,72760B,VINTAGE CREAM 3 BASKET CAKE STAND,16,2011-03-25 10:49:00,8.49,16029,United Kingdom,135.84,2011,3,25
569016,22610,PENS ASSORTED FUNNY FACE,36,2011-09-30 09:20:00,0.19,14916,United Kingdom,6.84,2011,9,30
566733,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,24,2011-09-14 13:54:00,0.55,15103,United Kingdom,13.200000000000001,2011,9,14
576395,21463,MIRRORED DISCO BALL ,6,2011-11-15 10:38:00,5.95,16168,United Kingdom,35.7,2011,11,15
559507,20846,ZINC HEART LATTICE T-LIGHT HOLDER,1,2011-07-08 15:22:00,1.25,15920,United Kingdom,1.25,2011,7,8
548728,22149,FELTCRAFT 6 FLOWER FRIENDS,6,2011-04-04 09:55:00,2.1,13198,United Kingdom,12.600000000000001,2011,4,4
548309,71459,HANGING JAM JAR T-LIGHT HOLDER,12,2011-03-30 12:02:00,0.85,16657,United Kingdom,10.2,2011,3,30
540782,22701,PINK DOG BOWL,6,2011-01-11 11:32:00,2.95,15370,United Kingdom,17.700000000000003,2011,1,11
541484,22303,COFFEE MUG APPLES DESIGN,6,2011-01-18 12:46:00,2.55,16814,United Kingdom,15.299999999999999,2011,1,18
574867,20973,12 PENCIL SMALL TUBE WOODLAND,24,2011-11-07 12:39:00,0.65,16817,United Kingdom,15.600000000000001,2011,11,7
549289,22228,BUNNY WOODEN PAINTED WITH BIRD ,6,2011-04-07 18:09:00,0.85,14395,United Kingdom,5.1,2011,4,7
575856,47578A,ENGLISH ROSE SMALL SCENTED FLOWER,2,2011-11-11 12:28:00,0.85,16386,United Kingdom,1.7,2011,11,11
551984,22685,FRENCH BLUE METAL DOOR SIGN 0,10,2011-05-05 14:37:00,1.25,15841,United Kingdom,12.5,2011,5,5
565133,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2011-09-01 12:46:00,2.95,13458,United Kingdom,35.400000000000006,2011,9,1
C570515,72741,GRAND CHOCOLATECANDLE,-1,2011-10-11 10:39:00,1.45,12719,France,-1.45,2011,10,11
565967,22625,RED KITCHEN SCALES,12,2011-09-08 11:27:00,7.65,14646,Netherlands,91.80000000000001,2011,9,8
580939,22633,HAND WARMER UNION JACK,12,2011-12-06 14:14:00,2.1,14907,United Kingdom,25.200000000000003,2011,12,6
546774,84535A,ENGLISH ROSE NOTEBOOK A6 SIZE,3,2011-03-16 15:45:00,0.65,14505,United Kingdom,1.9500000000000002,2011,3,16
578317,23535,WALL ART BICYCLE SAFETY,4,2011-11-23 16:47:00,5.95,15398,United Kingdom,23.8,2011,11,23
568712,22505,MEMO BOARD COTTAGE DESIGN,3,2011-09-28 15:50:00,4.95,17841,United Kingdom,14.850000000000001,2011,9,28
553386,22558,CLOTHES PEGS RETROSPOT PACK 24 ,12,2011-05-16 16:22:00,1.65,13381,United Kingdom,19.799999999999997,2011,5,16
567822,23326,HANGING MINI COLOURED BOTTLES,48,2011-09-22 12:54:00,0.63,17644,United Kingdom,30.240000000000002,2011,9,22
563613,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,2011-08-18 08:49:00,0.85,12688,Israel,10.2,2011,8,18
573999,37447,CERAMIC CAKE DESIGN SPOTTED PLATE,12,2011-11-02 11:43:00,1.49,12779,Poland,17.88,2011,11,2
572901,23489,VINTAGE BELLS GARLAND,6,2011-10-26 14:54:00,2.89,16332,United Kingdom,17.34,2011,10,26
562046,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,12,2011-08-02 10:34:00,0.83,12378,Switzerland,9.959999999999999,2011,8,2
563174,23108,SET OF 10 LED DOLLY LIGHTS,2,2011-08-12 13:40:00,6.25,16746,United Kingdom,12.5,2011,8,12
559128,21561,DINOSAUR LUNCH BOX WITH CUTLERY,2,2011-07-06 12:39:00,2.55,17238,United Kingdom,5.1,2011,7,6
546670,22053,EMPIRE DESIGN ROSETTE,3,2011-03-15 15:37:00,1.25,13451,United Kingdom,3.75,2011,3,15
559904,20846,ZINC HEART LATTICE T-LIGHT HOLDER,12,2011-07-13 13:20:00,1.25,13149,United Kingdom,15.0,2011,7,13
556731,23244,ROUND STORAGE TIN VINTAGE LEAF,3,2011-06-14 11:41:00,1.95,18283,United Kingdom,5.85,2011,6,14
561678,20718,RED RETROSPOT SHOPPER BAG,1,2011-07-28 18:33:00,1.25,17931,United Kingdom,1.25,2011,7,28
550359,21452,TOADSTOOL MONEY BOX,2,2011-04-18 10:41:00,2.95,17841,United Kingdom,5.9,2011,4,18
548213,21889,WOODEN BOX OF DOMINOES,12,2011-03-30 09:15:00,1.25,15521,United Kingdom,15.0,2011,3,30
543274,47566,PARTY BUNTING,6,2011-02-06 12:48:00,4.95,17392,United Kingdom,29.700000000000003,2011,2,6
569219,23349,ROLL WRAP VINTAGE CHRISTMAS,12,2011-10-02 13:01:00,1.25,13558,United Kingdom,15.0,2011,10,2
569488,21098,CHRISTMAS TOILET ROLL,3,2011-10-04 13:10:00,1.25,16440,United Kingdom,3.75,2011,10,4
561798,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,2011-07-29 13:39:00,0.55,14911,EIRE,13.200000000000001,2011,7,29
574824,22627,MINT KITCHEN SCALES,2,2011-11-07 10:43:00,8.5,13097,United Kingdom,17.0,2011,11,7
555853,82583,HOT BATHS METAL SIGN,2,2011-06-07 13:44:00,2.1,14375,United Kingdom,4.2,2011,6,7
556060,22960,JAM MAKING SET WITH JARS,48,2011-06-08 14:03:00,3.75,14911,EIRE,180.0,2011,6,8
555836,22027,TEA PARTY BIRTHDAY CARD,12,2011-06-07 12:36:00,0.42,13098,United Kingdom,5.04,2011,6,7
577033,23404,HOME SWEET HOME BLACKBOARD,2,2011-11-17 13:16:00,4.95,17797,United Kingdom,9.9,2011,11,17
567460,22613,PACK OF 20 SPACEBOY NAPKINS,3,2011-09-20 12:30:00,0.85,15888,United Kingdom,2.55,2011,9,20
575976,22551,PLASTERS IN TIN SPACEBOY,2,2011-11-13 13:26:00,1.65,15271,United Kingdom,3.3,2011,11,13
574501,20963,APPLE BATH SPONGE,3,2011-11-04 13:15:00,1.25,12577,France,3.75,2011,11,4
550331,22562,MONSTERS STENCIL CRAFT,2,2011-04-17 13:43:00,1.25,15555,United Kingdom,2.5,2011,4,17
538035,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,2,2010-12-09 13:03:00,0.85,16065,United Kingdom,1.7,2010,12,9
538517,22940,FELTCRAFT CHRISTMAS FAIRY,1,2010-12-12 16:05:00,4.25,17618,United Kingdom,4.25,2010,12,12
557258,23039,T-LIGHT HOLDER SILVER HEART HANDLE,6,2011-06-19 10:35:00,1.95,12951,United Kingdom,11.7,2011,6,19
557745,85014A,BLACK/BLUE POLKADOT UMBRELLA,2,2011-06-22 12:16:00,5.95,15750,United Kingdom,11.9,2011,6,22
549102,22993,SET OF 4 PANTRY JELLY MOULDS,12,2011-04-06 11:34:00,1.25,13266,United Kingdom,15.0,2011,4,6
542269,22439,6 ROCKET BALLOONS ,24,2011-01-27 09:33:00,0.65,14442,Channel Islands,15.600000000000001,2011,1,27
551561,22149,FELTCRAFT 6 FLOWER FRIENDS,6,2011-05-03 10:49:00,2.1,17422,United Kingdom,12.600000000000001,2011,5,3
575039,84508C,BLUE CIRCLES DESIGN TEDDY,2,2011-11-08 11:53:00,2.55,15005,United Kingdom,5.1,2011,11,8
C539577,22941,CHRISTMAS LIGHTS 10 REINDEER,-1,2010-12-20 12:41:00,8.5,17924,United Kingdom,-8.5,2010,12,20
554382,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,3,2011-05-24 11:55:00,1.65,17365,United Kingdom,4.949999999999999,2011,5,24
558233,23050,RECYCLED ACAPULCO MAT GREEN,2,2011-06-27 14:36:00,8.25,18073,United Kingdom,16.5,2011,6,27
549301,21984,PACK OF 12 PINK PAISLEY TISSUES ,24,2011-04-08 08:24:00,0.29,16643,United Kingdom,6.959999999999999,2011,4,8
577142,21731,RED TOADSTOOL LED NIGHT LIGHT,12,2011-11-18 09:19:00,1.65,13985,United Kingdom,19.799999999999997,2011,11,18
580520,23536,WALL ART VILLAGE SHOW ,1,2011-12-04 14:55:00,5.95,13521,United Kingdom,5.95,2011,12,4
553130,21843,RED RETROSPOT CAKE STAND,4,2011-05-13 12:41:00,10.95,17398,United Kingdom,43.8,2011,5,13
561915,21034,REX CASH+CARRY JUMBO SHOPPER,2,2011-08-01 11:23:00,0.95,14408,United Kingdom,1.9,2011,8,1
576339,23156,SET OF 5 MINI GROCERY MAGNETS,1,2011-11-14 15:27:00,4.13,14096,United Kingdom,4.13,2011,11,14
563944,23255,CHILDRENS CUTLERY CIRCUS PARADE,4,2011-08-22 10:08:00,4.15,17581,United Kingdom,16.6,2011,8,22
556426,85183A,CHARLIE & LOLA WASTEPAPER BIN BLUE,3,2011-06-10 13:18:00,1.25,16729,United Kingdom,3.75,2011,6,10
551529,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,2011-05-01 13:18:00,1.65,12524,Germany,19.799999999999997,2011,5,1
537144,47566B,TEA TIME PARTY BUNTING,1,2010-12-05 13:00:00,4.65,15880,United Kingdom,4.65,2010,12,5
569219,23318,BOX OF 6 MINI VINTAGE CRACKERS,1,2011-10-02 13:01:00,2.49,13558,United Kingdom,2.49,2011,10,2
569037,23426,METAL SIGN DROP YOUR PANTS,2,2011-09-30 10:45:00,2.89,13263,United Kingdom,5.78,2011,9,30
560120,22383,LUNCH BAG SUKI DESIGN ,10,2011-07-15 10:27:00,1.65,14907,United Kingdom,16.5,2011,7,15
559894,21158,MOODY GIRL DOOR HANGER ,1,2011-07-13 12:06:00,0.39,14159,United Kingdom,0.39,2011,7,13
567663,85019A,ROMANTIC IMAGES NOTEBOOK SET,24,2011-09-21 15:15:00,1.25,14951,United Kingdom,30.0,2011,9,21
547786,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-03-25 11:44:00,2.95,14587,United Kingdom,2.95,2011,3,25
573695,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2011-10-31 17:13:00,2.55,15023,United Kingdom,81.6,2011,10,31
549368,20973,12 PENCIL SMALL TUBE WOODLAND,13,2011-04-08 11:26:00,0.65,18036,United Kingdom,8.450000000000001,2011,4,8
539984,22550,HOLIDAY FUN LUDO,4,2010-12-23 14:58:00,3.75,14911,EIRE,15.0,2010,12,23
549014,22269,EGG CUP NATURAL CHICKEN,2,2011-04-05 15:00:00,1.25,17841,United Kingdom,2.5,2011,4,5
544406,22834,HAND WARMER BABUSHKA DESIGN,3,2011-02-18 13:26:00,2.1,16726,United Kingdom,6.300000000000001,2011,2,18
552285,22755,SMALL PURPLE BABUSHKA NOTEBOOK ,2,2011-05-08 12:58:00,0.85,14684,United Kingdom,1.7,2011,5,8
544572,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2011-02-21 13:21:00,1.69,14639,United Kingdom,27.04,2011,2,21
538522,21137,BLACK RECORD COVER FRAME,48,2010-12-13 09:09:00,3.39,16210,United Kingdom,162.72,2010,12,13
566560,22096,PINK PAISLEY SQUARE TISSUE BOX ,2,2011-09-13 12:09:00,0.39,17092,United Kingdom,0.78,2011,9,13
545812,90120C,GREEN MURANO TWIST BRACELET,4,2011-03-07 12:26:00,4.25,14214,United Kingdom,17.0,2011,3,7
574444,21158,MOODY GIRL DOOR HANGER ,2,2011-11-04 11:41:00,0.39,18122,United Kingdom,0.78,2011,11,4
579692,21181,PLEASE ONE PERSON METAL SIGN,48,2011-11-30 14:05:00,1.85,12433,Norway,88.80000000000001,2011,11,30
558757,21609,SET 12 LAVENDER  BOTANICAL T-LIGHTS,3,2011-07-03 12:22:00,2.95,13148,United Kingdom,8.850000000000001,2011,7,3
574544,84375,SET OF 20 KIDS COOKIE CUTTERS,12,2011-11-04 14:49:00,2.1,17084,United Kingdom,25.200000000000003,2011,11,4
580876,72799C,PINK PILLAR CANDLE SILVER FLOCK,2,2011-12-06 12:12:00,0.79,14071,United Kingdom,1.58,2011,12,6
549561,20803,SMALL PINK GLASS SUNDAE DISH,3,2011-04-10 13:36:00,0.39,13570,United Kingdom,1.17,2011,4,10
546846,21888,BINGO SET,1,2011-03-17 12:47:00,3.75,13533,United Kingdom,3.75,2011,3,17
562767,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-08-09 10:47:00,1.69,13769,United Kingdom,13.52,2011,8,9
556465,84880,WHITE WIRE EGG HOLDER,1,2011-06-12 11:04:00,7.5,14984,United Kingdom,7.5,2011,6,12
562809,23298,SPOTTY BUNTING,5,2011-08-09 15:12:00,4.95,16775,United Kingdom,24.75,2011,8,9
566605,22120,WELCOME  WOODEN BLOCK LETTERS,1,2011-09-13 16:27:00,9.95,13263,United Kingdom,9.95,2011,9,13
555233,22595,GINGHAM HEART DECORATION,12,2011-06-01 12:46:00,0.85,13917,United Kingdom,10.2,2011,6,1
547714,20979,36 PENCILS TUBE RED RETROSPOT,32,2011-03-25 08:43:00,1.25,15815,United Kingdom,40.0,2011,3,25
546502,22558,CLOTHES PEGS RETROSPOT PACK 24 ,1,2011-03-14 11:46:00,1.49,16005,United Kingdom,1.49,2011,3,14
543806,22470,HEART OF WICKER LARGE,4,2011-02-13 12:48:00,2.95,17085,United Kingdom,11.8,2011,2,13
575965,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,12,2011-11-13 12:32:00,0.85,13426,United Kingdom,10.2,2011,11,13
561055,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,480,2011-07-24 13:14:00,0.42,16684,United Kingdom,201.6,2011,7,24
543486,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,6,2011-02-09 10:24:00,4.95,13319,United Kingdom,29.700000000000003,2011,2,9
543754,22874,NUMBER TILE COTTAGE GARDEN 6,8,2011-02-11 14:26:00,1.95,18159,United Kingdom,15.6,2011,2,11
564093,23080,RED METAL BOX TOP SECRET,2,2011-08-23 10:29:00,8.25,14930,Channel Islands,16.5,2011,8,23
